Model,N_estimators,Learning_rate,Score,R2_Score,CVS,MSE,MAE,RMSE
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,93,0.7,0.7449601511641144,0.6941335429692221,0.6823260932657529,5.818048756272323,1.6466348104626667,2.4120631741876752
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,93,0.8,0.6952367358492224,0.5879211632286468,0.5759473021356254,7.838370990521753,1.9058059236796145,2.799709090338093
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,93,0.9,0.6062791311146507,0.6694443753885526,0.7241465400201696,6.287674560064398,1.5078961381946592,2.507523591128187
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,93,1.0,0.7436108691819561,0.659012236555263,0.6727974790375667,5.2656333783341776,1.6497426679725065,2.294696794422779
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,94,0.1,0.7069624287969973,0.7231751240108215,0.6898611334893563,6.486109828035525,1.637700633663034,2.5467842130882477
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,94,0.2,0.7045219693908595,0.6545062891033279,0.6719655522265333,6.571819853982965,1.6598475896158305,2.56355609534548
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,94,0.3,0.6460803773955294,0.7255247773844209,0.6816171681547945,5.8276094708451645,1.6463006945900744,2.414044214765994
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,94,0.4,0.6473195210222709,0.6936309170862877,0.7138591167595782,5.220939370299928,1.5154496875529553,2.284937498116727
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,94,0.5,0.7110027562857687,0.7473739152216556,0.7319281971337586,4.805335284603291,1.4631521912478211,2.1921074984140927
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,94,0.6,0.7374183724786278,0.6575654476729725,0.6407193273100174,6.513629969795794,1.7843128024386148,2.552181413966451
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,94,0.7,0.7305359273422027,0.7146086559703879,0.7153213438415006,4.921250891399942,1.4883059481108312,2.218389256059437
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,94,0.8,0.6921599740033774,0.7412799999846543,0.7339611547487791,5.428580728665162,1.5258479639319968,2.3299314858306803
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,94,0.9,0.6976682012069886,0.7159975869113258,0.7156070092098331,5.402161133617319,1.520497946276836,2.3242549631263176
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,94,1.0,0.7377226018507443,0.5882336269485402,0.5753468920394823,7.832427451715461,1.9049469747524619,2.79864743254942
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,95,0.1,0.7439215890838773,0.723606403316398,0.7274597695699768,5.257429785002063,1.9021961029802519,2.29290858627248
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,95,0.2,0.6033545558952189,0.7066262515105681,0.5740487722361726,7.829159700072277,1.5261486528238608,2.798063562550407
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,95,0.3,0.7375142452985772,0.7364466086498616,0.7127230496428204,5.438876208206715,1.5267075402720143,2.3321398346168514
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,95,0.4,0.7456652550050897,0.6760406410699087,0.7156635807468991,5.013189401810513,1.5612994298632303,2.2390152750284025
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,95,0.5,0.7384479397023103,0.588405419186699,0.6975791199141458,5.580418294609321,1.4837620111327177,2.3622908996584906
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,95,0.6,0.7307915437656736,0.7387740141322245,0.7352394969147807,6.162203477958806,1.6255143107659815,2.482378592793373
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,95,0.7,0.6961265557934772,0.7140674020237942,0.6903885166393495,6.518378092092362,1.7858295011162177,2.553111453127803
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,95,0.8,0.7331114565054077,0.6573158293893797,0.6884649609256759,4.968918582762706,1.5107714866656001,2.2291071268027265
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,95,0.9,0.6554108774980645,0.7420896561063557,0.6399763561195639,4.740509831660115,1.474731439325966,2.177271189278018
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,95,1.0,0.7451750267834232,0.7507819189094502,0.7320463909178336,4.905849991158703,1.4653270530132714,2.2149153462736906
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,96,0.1,0.6392577498316941,0.6241083353130397,0.6229109544099951,4.854227247308698,1.8659402409307233,2.2032310925794185
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,96,0.2,0.7450075941311644,0.74480356697666,0.7325371118217013,7.1500355202566075,1.4756566946869227,2.6739550333273385
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,96,0.3,0.7089975534051178,0.7507750422802937,0.7230352302132435,7.146011675507492,1.8654188901202127,2.6732025129996217
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,96,0.4,0.6763141490382463,0.6707528258028924,0.6750228279324528,5.398598951124286,1.5626503830028342,2.323488530448189
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,96,0.5,0.7059485313053675,0.7161848579680123,0.7321847474214609,4.740640635685177,1.4665522816507766,2.1773012275946515
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,96,0.6,0.6957256331360022,0.7116486493929342,0.6228406920705701,6.262785827969702,1.6492579181334097,2.5025558591107817
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,96,0.7,0.7453640329149157,0.6243198768776796,0.7319300234058403,5.484884590009396,1.5306578799783748,2.3419830464820612
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,96,0.8,0.6420572266279916,0.7473767238444218,0.6981753469477641,4.813741610183295,1.4631480383498643,2.1940240678222507
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,96,0.9,0.6662838573715664,0.7168718759518451,0.713519773004332,5.385530816209535,1.5582078673869257,2.3206746467804433
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,96,1.0,0.734775866100585,0.7469319778764192,0.6425901187384254,4.805281860294034,1.459729189787546,2.1920953127758915
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,97,0.1,0.6019901269561143,0.6235491612616362,0.7316520444244741,6.503846420180448,1.8682224459692023,2.5502639902920734
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,97,0.2,0.7152494265504277,0.7507193789626081,0.5733664101038507,7.160671867654389,1.4684931417897902,2.6759431734725587
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,97,0.3,0.704405404407597,0.5889723895016554,0.6220077069559222,4.7416994372921755,1.4673007449525461,2.1775443594315536
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,97,0.4,0.6901143373864693,0.7507233510854097,0.7319608191273288,7.818375055793863,1.9034430302554486,2.796135736296409
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,97,0.5,0.745571132855528,0.7416039601614237,0.7317052968833515,4.741623881429169,1.6499297949063434,2.177527010493594
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,97,0.6,0.6787027382127788,0.7169904263757336,0.7340153518639226,5.8476689560335835,1.4843536330683382,2.418195392443213
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,97,0.7,0.7334822661314142,0.6580797884396781,0.6814242722084216,4.915088672365427,1.6256877419290034,2.216999926108575
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,97,0.8,0.7445212086209032,0.6755296919542197,0.6970657075622725,6.171922513174078,1.5631153324712723,2.4843354268645124
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,97,0.9,0.7391613979082474,0.692576349838492,0.6913518498622981,5.38327580546741,1.779880301329208,2.3201887435007116
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,97,1.0,0.6920457247219596,0.7426042673537452,0.7350403931196913,4.896061296586231,1.4720310545850102,2.212704520849142
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,98,0.1,0.6010440606052285,0.699191516381138,0.7028101637123182,5.721838350580489,1.5707803133813825,2.392036444241703
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,98,0.2,0.7303021815693946,0.7203911989634169,0.7322603187295168,4.745041582246504,1.5120647021346276,2.1783116357047043
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,98,0.3,0.730930650836956,0.7505436757193237,0.6695115213367094,5.3185878991300894,1.465782311134359,2.3062063869328977
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,98,0.4,0.7359416444175573,0.6653279061654744,0.7246010759997835,6.365976113219518,1.6652913849700155,2.523088605899428
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,98,0.5,0.6619580360027169,0.6569605607101643,0.7223579322488367,4.848865012551286,1.785103433846653,2.2020138538508984
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,98,0.6,0.6881460500664424,0.7450854703803138,0.6395543509275597,6.525135846824009,1.4762264905133373,2.5544345454178328
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,98,0.7,0.7467329025458016,0.6229495748209759,0.621480718731212,7.172076920628244,1.8684789967717643,2.6780733598294586
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,98,0.8,0.7100418335770542,0.7470256148187574,0.7317562494702909,4.811960492040429,1.4599772237737434,2.19361812812541
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,98,0.9,0.7101084050881573,0.7380166467033991,0.7227981645094534,4.851043488238646,1.482564783444144,2.202508453613435
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,98,1.0,0.7324350207046988,0.7449709435572957,0.6686863906898328,4.983324871932479,1.4750063317365496,2.232336191511592
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,99,0.1,0.7399728324709155,0.6959884687732045,0.7277756916007613,5.78276522478737,1.579302530773233,2.4047380782088035
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,99,0.2,0.6557671867911282,0.6520818531295458,0.7035208160597006,6.617936341677807,1.667485893817408,2.5725350030034204
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,99,0.3,0.6938206197045304,0.6524035373906187,0.7229131324239051,6.611817414047702,1.6670917015555835,2.571345448213387
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,99,0.4,0.7362704111869621,0.7452133053213981,0.6707889846184042,4.846433396063477,1.4755621353742168,2.201461649918862
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,99,0.5,0.7446134527364159,0.7030430423832733,0.6208014662791698,7.20621584892513,1.5570023638547397,2.6844395781848265
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,99,0.6,0.6624225992685476,0.621154823095367,0.7320811060311312,5.648576423515963,1.8732683146458158,2.3766733943720504
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,99,0.7,0.7378870826795232,0.7185721879637326,0.6855589023010442,5.35318827599748,1.516074970765136,2.313695804551126
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,99,0.8,0.7437751283021923,0.5883932716744815,0.7216183642025511,4.96420452787021,1.9074829091639152,2.228049489546902
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,99,0.9,0.7456044369812641,0.7390218414242633,0.5720025973623294,7.829390764370842,1.5100169601009847,2.7981048522832097
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,99,1.0,0.7409115937976436,0.6723146291112633,0.7335256966464675,6.2330779355645705,1.649884442143444,2.496613293156265
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,100,0.1,0.6404043952417364,0.681030788162759,0.671804821720645,6.0672832328001425,1.618304591837463,2.4631855863495433
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,100,0.2,0.6001758305481071,0.7419470826690613,0.6911433671177821,4.908561956431327,1.4861827548555995,2.2155274668645673
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,100,0.3,0.7037601704718675,0.7441856407071137,0.7316877312451309,4.8020865016188745,1.4585068427232,2.1913663549527436
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,100,0.4,0.7341664616487109,0.7475447102394929,0.7228960376904119,4.865981151933945,1.4782811425089768,2.2058969041942884
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,100,0.5,0.6961081797771346,0.73976594846158,0.7276813876645005,4.950050471668624,1.482597513718913,2.2248708887638005
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,100,0.6,0.7450020751371145,0.7191628185009015,0.714111383425349,5.341953578033048,1.513939172051941,2.3112666609530472
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,100,0.7,0.6412261070019732,0.7476497006735823,0.5737243070913998,7.80601737295059,1.9024298935741364,2.7939250836324496
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,100,0.8,0.7320873656040277,0.7509082052597323,0.7328715853161686,4.800089422663555,1.458304603640686,2.1909106377631096
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,100,0.9,0.7304019188444457,0.6840984465372884,0.7270152721136478,4.997124603721836,1.5065552867013023,2.235424926881204
<class 'sklearn.ensemble._gb.GradientBoostingRegressor'>,100,1.0,0.7372447337515562,0.7231935639577283,0.7323928092086699,4.949771558971342,1.464959770495916,2.224808207233006
<class 'xgboost.sklearn.XGBRegressor'>,20,0.1,0.6954292059893585,0.7026263624877263,0.7316914856923009,4.738107671742595,1.5305600910362325,2.1767194747469403
<class 'xgboost.sklearn.XGBRegressor'>,20,0.2,0.7065178159113146,0.7397806114597967,0.7034913490512918,5.265282622284599,1.6790967692538863,2.294620365612708
<class 'xgboost.sklearn.XGBRegressor'>,20,0.3,0.7440929637698703,0.5887295213023407,0.7117753419098587,6.008931669298026,1.5599583438582736,2.4513122341509304
<class 'xgboost.sklearn.XGBRegressor'>,20,0.4,0.7477842418589351,0.6955973427329004,0.669837674336959,5.65650231369557,1.9057055864945,2.378340243467189
<class 'xgboost.sklearn.XGBRegressor'>,20,0.5,0.7324120187618007,0.7431562451156238,0.5733345147172215,7.822994781142887,1.5819290353293076,2.7969617053407947
<class 'xgboost.sklearn.XGBRegressor'>,20,0.6,0.7444289849474743,0.737291167208949,0.6847931402356255,5.790205041478704,1.4882152341942243,2.4062844888912664
<class 'xgboost.sklearn.XGBRegressor'>,20,0.7,0.7016574764772672,0.5896220575994531,0.7348336368788215,4.8855618336435995,1.4676236533183642,2.2103307068499047
<class 'xgboost.sklearn.XGBRegressor'>,20,0.8,0.7106329802881786,0.716855130975206,0.733477372760824,5.385849331327064,1.5653075054134626,2.3207432713092295
<class 'xgboost.sklearn.XGBRegressor'>,20,0.9,0.6603860221097588,0.6766152417716718,0.6901124614245353,5.262003505942796,1.4851377482399402,2.2939057317036364
<class 'xgboost.sklearn.XGBRegressor'>,20,1.0,0.6875183088833177,0.7416771838930047,0.6965520488610292,4.913695844774621,1.626356668451124,2.216685779440699
<class 'xgboost.sklearn.XGBRegressor'>,21,0.1,0.6734677200952983,0.7229235142896022,0.6854921782941805,6.151273692029683,1.5048250444707623,2.4801761413314343
<class 'xgboost.sklearn.XGBRegressor'>,21,0.2,0.67504624781371,0.7062202551426502,0.7215815690607498,5.588140967720806,1.5515801498790989,2.3639249073777293
<class 'xgboost.sklearn.XGBRegressor'>,21,0.3,0.7445965806914109,0.7368369499954268,0.7017622493170994,5.270419380826298,1.5289914061459065,2.295739397411278
<class 'xgboost.sklearn.XGBRegressor'>,21,0.4,0.7443684511026576,0.7233569694295171,0.7122518381831954,5.861667245529587,1.4837539072820027,2.421088029281378
<class 'xgboost.sklearn.XGBRegressor'>,21,0.5,0.7460675384112814,0.6918404317683629,0.7113824972775674,5.005764511215665,1.5846621287669058,2.2373565900892207
<class 'xgboost.sklearn.XGBRegressor'>,21,0.6,0.6393131327869331,0.7233659536608186,0.7277301444242592,5.26217439979058,1.5318342540608787,2.293942980937098
<class 'xgboost.sklearn.XGBRegressor'>,21,0.7,0.7478449208805968,0.6847642502639426,0.722455385349887,5.996267062065882,1.6479924888177118,2.448727641463191
<class 'xgboost.sklearn.XGBRegressor'>,21,0.8,0.6601072019491533,0.7210717644428929,0.6809278275129685,5.305642500736734,1.6765321623007543,2.3033980335010997
<class 'xgboost.sklearn.XGBRegressor'>,21,0.9,0.6014854674937378,0.6916212356563078,0.6705845175700468,5.8340432762027445,1.5071117634700448,2.415376425363704
<class 'xgboost.sklearn.XGBRegressor'>,21,1.0,0.6381737359259996,0.743851660626454,0.7348161477123308,4.872333964896059,1.4676670195006571,2.207336395952384
<class 'xgboost.sklearn.XGBRegressor'>,22,0.1,0.7032378291232197,0.7407564340186041,0.6798203561678412,5.865836691501207,1.6568429298380225,2.421948944858501
<class 'xgboost.sklearn.XGBRegressor'>,22,0.2,0.7381586555493682,0.693292679073444,0.7327133748788152,5.383687811785167,1.538781600032036,2.320277529043706
<class 'xgboost.sklearn.XGBRegressor'>,22,0.3,0.7450452919498336,0.7209336215348687,0.6958392782101253,5.308270190552805,1.502472286360174,2.3039683571075376
<class 'xgboost.sklearn.XGBRegressor'>,22,0.4,0.6941744867731936,0.7169687663797513,0.7106315715317192,4.931209918444539,1.5654658210167836,2.2206327743335996
<class 'xgboost.sklearn.XGBRegressor'>,22,0.5,0.7442210333100785,0.5882703917353111,0.6390990906867468,7.831728129128655,1.9103118140115312,2.7985224903739216
<class 'xgboost.sklearn.XGBRegressor'>,22,0.6,0.7368730765163033,0.6558599429479819,0.5705712803507608,6.546071283368961,1.7873593394360674,2.558529124979616
<class 'xgboost.sklearn.XGBRegressor'>,22,0.7,0.7296389942207795,0.6927091851434282,0.7331964090166239,5.8451422249622045,1.6507994695424903,2.4176728945335437
<class 'xgboost.sklearn.XGBRegressor'>,22,0.8,0.6728688566224809,0.7215853664634513,0.6805671603384992,5.295873003205243,1.535580209350999,2.3012763856619314
<class 'xgboost.sklearn.XGBRegressor'>,22,0.9,0.6950344019199906,0.6923913481665037,0.7110077565910838,5.851187971351799,1.6522624070797989,2.418922894875279
<class 'xgboost.sklearn.XGBRegressor'>,22,1.0,0.7477447521598325,0.6929474651401919,0.6803696341885093,4.731575903495785,1.4635828858785005,2.1752185875207544
<class 'xgboost.sklearn.XGBRegressor'>,23,0.1,0.7070794826640407,0.7512515933775518,0.6814354400956436,5.3900501325346,1.6500262591925323,2.321648150029328
<class 'xgboost.sklearn.XGBRegressor'>,23,0.2,0.7019940733632233,0.6917190081299027,0.6968362979064479,5.012198639343224,1.6582124119909893,2.2387940144960243
<class 'xgboost.sklearn.XGBRegressor'>,23,0.3,0.6537099751356337,0.7166342864557003,0.6794448319557258,5.840609774257166,1.4852224939201326,2.4167353546172916
<class 'xgboost.sklearn.XGBRegressor'>,23,0.4,0.7417085558605465,0.73649869501392,0.7276307489513864,5.8639769092160945,1.5647029594143598,2.421564971091235
<class 'xgboost.sklearn.XGBRegressor'>,23,0.5,0.7137526740333012,0.6830441656398594,0.6999619763908795,5.728117746393726,1.5753314717209335,2.3933486470620458
<class 'xgboost.sklearn.XGBRegressor'>,23,0.6,0.7364464282819654,0.6988613959868017,0.6680365244885991,6.028985707663634,1.6832299925277991,2.4553992969909464
<class 'xgboost.sklearn.XGBRegressor'>,23,0.7,0.6570934453184472,0.7482542585047336,0.7336277922403723,4.9306398938145755,1.4860636055749963,2.2205044232819207
<class 'xgboost.sklearn.XGBRegressor'>,23,0.8,0.65077158793756,0.618364902336106,0.6198107382136648,4.788589806223853,1.4548504530447652,2.1882846721173763
<class 'xgboost.sklearn.XGBRegressor'>,23,0.9,0.7319017943166967,0.6189532277599844,0.7318490315836397,7.25928441734904,1.8793189557875307,2.6943059249738215
<class 'xgboost.sklearn.XGBRegressor'>,23,1.0,0.7452846216942172,0.7407864013532366,0.619147125560664,7.2480935661720025,1.8799236320326247,2.6922283644171054
<class 'xgboost.sklearn.XGBRegressor'>,24,0.1,0.660371249135502,0.6156426111257323,0.7274593427914866,4.959971394250947,1.483203311880839,2.227099322942501
<class 'xgboost.sklearn.XGBRegressor'>,24,0.2,0.7070644648503834,0.7392443857233062,0.6176701854904936,7.311066568110123,1.884452161636621,2.703898401957833
<class 'xgboost.sklearn.XGBRegressor'>,24,0.3,0.6023983713036313,0.6563092753457396,0.7325758322244516,6.5375242925570065,1.7832223585717537,2.5568582855835023
<class 'xgboost.sklearn.XGBRegressor'>,24,0.4,0.7382657613132853,0.7470985003749285,0.6387704434466082,4.810574097064175,1.458434770632642,2.193302098905706
<class 'xgboost.sklearn.XGBRegressor'>,24,0.5,0.6964922339316763,0.7159646273338715,0.6949209098033317,5.402788075291398,1.5681514733277853,2.3243898285983353
<class 'xgboost.sklearn.XGBRegressor'>,24,0.6,0.7442097502330038,0.7233199784233473,0.7337160642463193,4.992704278425912,1.4870253919534955,2.234436009024629
<class 'xgboost.sklearn.XGBRegressor'>,24,0.7,0.7289276650380786,0.7375235525487471,0.7274131745480139,5.2628780254170335,1.5307905554706882,2.2940963417906044
<class 'xgboost.sklearn.XGBRegressor'>,24,0.8,0.6953996268541295,0.7525946399245687,0.711677772927496,4.7060290999386325,1.457872888702409,2.1693384014345556
<class 'xgboost.sklearn.XGBRegressor'>,24,0.9,0.7450171002180463,0.7149224065456923,0.6945517646272648,5.993426462511489,1.6757644561541423,2.4481475573403433
<class 'xgboost.sklearn.XGBRegressor'>,24,1.0,0.63670773103137,0.6849135862626499,0.6707437405933279,5.422612711896834,1.5727061018920552,2.3286504056849826
<class 'xgboost.sklearn.XGBRegressor'>,25,0.1,0.7424107164007718,0.7405369310862577,0.6684863672174615,4.892247822671464,1.5041700314648836,2.2118426306298247
<class 'xgboost.sklearn.XGBRegressor'>,25,0.2,0.7452691075304814,0.6637399199781029,0.6691539259520626,6.020972384709042,1.6710647764439237,2.4537669784861484
<class 'xgboost.sklearn.XGBRegressor'>,25,0.3,0.7017539823722483,0.6834654420512202,0.7348185851617781,4.9353852006083105,1.6826555019981744,2.2215726863211813
<class 'xgboost.sklearn.XGBRegressor'>,25,0.4,0.6606101338203556,0.7428047493029608,0.732544724025925,6.39618204410878,1.4674795125534048,2.529067425773536
<class 'xgboost.sklearn.XGBRegressor'>,25,0.5,0.6569699238494687,0.6151033195315061,0.7227059903072561,7.321324720702317,1.887603114460634,2.7057946560488135
<class 'xgboost.sklearn.XGBRegressor'>,25,0.6,0.6948781552597367,0.7198374515897197,0.6170979739985822,5.329121022801456,1.5137792735859612,2.3084889046303547
<class 'xgboost.sklearn.XGBRegressor'>,25,0.7,0.7477958778640705,0.7532573077757495,0.7338219102216514,4.921827168537625,1.4548500327465013,2.2185191386457825
<class 'xgboost.sklearn.XGBRegressor'>,25,0.8,0.6932542981398118,0.7412497039431885,0.7319736480302083,4.693424141863754,1.4842949804109427,2.1664311994300105
<class 'xgboost.sklearn.XGBRegressor'>,25,0.9,0.6378429925210998,0.6827735642109363,0.7340551565730121,5.865115177030556,1.6549634183492283,2.421799986999454
<class 'xgboost.sklearn.XGBRegressor'>,25,1.0,0.7022550343267011,0.747725496950658,0.6386036311968836,6.034132961541275,1.682866658426067,2.456447223439021
<class 'xgboost.sklearn.XGBRegressor'>,26,0.1,0.6954849433186865,0.691659167114788,0.6799592318136367,7.848783258266567,1.7818576494696725,2.8015679999362084
<class 'xgboost.sklearn.XGBRegressor'>,26,0.2,0.7444525694897365,0.6564749825969287,0.6687578262928158,6.5343722866912906,1.4552773111887602,2.556241828679613
<class 'xgboost.sklearn.XGBRegressor'>,26,0.3,0.7021501711196347,0.7206998817500978,0.5717483412544676,4.798647661314985,1.5382849811797665,2.1905815806116387
<class 'xgboost.sklearn.XGBRegressor'>,26,0.4,0.6703336708238343,0.586095264262568,0.7109659246408457,5.312716279467814,1.9174345951146157,2.3049330314496808
<class 'xgboost.sklearn.XGBRegressor'>,26,0.5,0.7444705383018007,0.5873737694926751,0.6190333352356389,7.87310238706585,1.9095273011614646,2.805904914116986
<class 'xgboost.sklearn.XGBRegressor'>,26,0.6,0.7276383398154703,0.7451078895576165,0.7222945750579255,7.284908040915591,1.8816260341960285,2.6990568798963075
<class 'xgboost.sklearn.XGBRegressor'>,26,0.7,0.743626949743744,0.6170178172075839,0.569317852135707,4.848438565441364,1.4757525263312834,2.2019170205621656
<class 'xgboost.sklearn.XGBRegressor'>,26,0.8,0.6692896534178012,0.6794844849495798,0.6856511240629009,6.096696289640671,1.4727566064339945,2.4691488998520668
<class 'xgboost.sklearn.XGBRegressor'>,26,0.9,0.7119984667418398,0.7464328663652078,0.7225786556777068,4.8232354760201535,1.6190765475321576,2.196186575867395
<class 'xgboost.sklearn.XGBRegressor'>,26,1.0,0.7319766351943816,0.7479917834425964,0.7319386356809757,4.793582484151481,1.4552642440434462,2.18942514924614
<class 'xgboost.sklearn.XGBRegressor'>,27,0.1,0.7366582314957943,0.7401729789267681,0.637971723826361,6.539337709618854,1.4615544684203043,2.5572128792141755
<class 'xgboost.sklearn.XGBRegressor'>,27,0.2,0.6022708328622579,0.6573154228843003,0.7333042444994573,4.724678668475877,1.5069924124795564,2.1736325973990813
<class 'xgboost.sklearn.XGBRegressor'>,27,0.3,0.6001153174923981,0.7516141948144293,0.6376206054574917,4.942308128442297,1.7822611841370626,2.223130254493042
<class 'xgboost.sklearn.XGBRegressor'>,27,0.4,0.7355865255147886,0.7202030831158843,0.7130241462973224,6.518385824441944,1.5122214135921335,2.5531129674266166
<class 'xgboost.sklearn.XGBRegressor'>,27,0.5,0.6953403256967192,0.653771673841068,0.732349155363785,5.322166150839664,1.7866305669288605,2.306982043891903
<class 'xgboost.sklearn.XGBRegressor'>,27,0.6,0.7371192149800116,0.5840747287646109,0.6867371976665536,6.585793362076725,1.634903054357081,2.5662800630634073
<class 'xgboost.sklearn.XGBRegressor'>,27,0.7,0.7479719794596593,0.6562139403846448,0.5679726933187771,7.911536068728796,1.9233666490454833,2.8127452904109176
<class 'xgboost.sklearn.XGBRegressor'>,27,0.8,0.745871881872802,0.720105257927877,0.7101910176006778,5.316673196955014,1.5395488263467354,2.3057912301322974
<class 'xgboost.sklearn.XGBRegressor'>,27,0.9,0.6867535822666768,0.7148834504409718,0.7104026840084231,5.324026935833686,1.539852566246607,2.3073853028555256
<class 'xgboost.sklearn.XGBRegressor'>,27,1.0,0.731684844016981,0.6825466455608343,0.713284974770227,6.038449302021419,1.5161990374486067,2.4573256402075447
<class 'xgboost.sklearn.XGBRegressor'>,28,0.1,0.6951402158658467,0.7204918586854461,0.6670906768665477,5.423353716709253,1.684499792131012,2.3288095063163183
<class 'xgboost.sklearn.XGBRegressor'>,28,0.2,0.7007392273470157,0.7003696287820189,0.7327795318540125,6.30843511685719,1.630015136145664,2.51165983303018
<class 'xgboost.sklearn.XGBRegressor'>,28,0.3,0.7280175026145306,0.7410620703915904,0.6880770264766078,4.925396246239401,1.500635897169609,2.219323375770057
<class 'xgboost.sklearn.XGBRegressor'>,28,0.4,0.6532557895917231,0.6683529514046351,0.686886057918754,5.699428847246149,1.5593045460099015,2.3873476594845062
<class 'xgboost.sklearn.XGBRegressor'>,28,0.5,0.637083465228352,0.7406139846913955,0.733319884967023,4.933919522953132,1.4853255592270191,2.221242787934973
<class 'xgboost.sklearn.XGBRegressor'>,28,0.6,0.7451778787218428,0.6695061544786334,0.6903403845528198,6.286499427093961,1.6327536105351332,2.507289258760138
<class 'xgboost.sklearn.XGBRegressor'>,28,0.7,0.6932273518459178,0.7520047221270197,0.73346004458492,6.033068361940852,1.6819568082714442,2.4562305188928932
<class 'xgboost.sklearn.XGBRegressor'>,28,0.8,0.7453493969993648,0.6828295323407301,0.6690136953383575,4.717250240503212,1.460099835852771,2.1719231663443375
<class 'xgboost.sklearn.XGBRegressor'>,28,0.9,0.7014097172769616,0.6895063802217105,0.678819993018035,5.3801192070469055,1.6614934698465262,2.3195083977099342
