score,sampling_method,max_depth,grow_policy,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,scale_pos_weight
0.7479053203309084,uniform,4,depthwise,3,0.8,0.6,0.1,0.01,2.0,2
0.7522113080808526,uniform,4,depthwise,3,0.6,1.0,0.3,0.1,2.0,3
0.7505364249007291,uniform,4,depthwise,3,0.6,1.0,0.3,1.0,5.0,2
0.7506270486157485,uniform,4,depthwise,3,0.6,1.0,0.3,1.0,2.0,3
0.7513765392894298,uniform,4,depthwise,3,0.6,1.0,0.3,0.1,1.5,3
0.7481652358631241,uniform,4,depthwise,3,0.8,0.6,0.2,0.1,1.5,2
0.7505364249007291,uniform,4,depthwise,3,0.6,1.0,0.3,1.0,5.0,3
0.7508781831257076,uniform,4,depthwise,3,0.6,1.0,0.3,0.1,5.0,3
0.7491232569635489,uniform,4,depthwise,3,0.8,0.6,0.2,0.1,5.0,3
0.7479053203309084,uniform,4,depthwise,3,0.8,0.6,0.3,0.01,2.0,2
0.7474902685781073,uniform,4,depthwise,3,0.8,0.6,0.1,1.0,5.0,2
0.7466281585938075,uniform,4,depthwise,3,0.8,0.6,0.2,1.0,2.0,2
0.7474902685781073,uniform,4,depthwise,3,0.8,0.6,0.2,1.0,5.0,2
0.7481652358631241,uniform,4,depthwise,3,0.8,0.6,0.1,0.1,1.5,3
0.7465877592611783,uniform,4,depthwise,3,0.8,0.6,0.1,0.01,5.0,2
0.7466363517513941,uniform,4,depthwise,3,0.8,0.6,0.2,1.0,1.5,3
0.7477787016730754,uniform,4,depthwise,3,0.8,0.6,0.2,0.01,1.5,2
0.7491232569635489,uniform,4,depthwise,3,0.8,0.6,0.1,0.1,5.0,2
0.7466367092354753,uniform,4,depthwise,3,0.8,0.6,0.1,1.0,1.5,3
0.7465877592611783,uniform,4,depthwise,3,0.8,0.6,0.1,0.01,5.0,3
0.7467603422193108,uniform,4,depthwise,3,0.8,0.6,0.2,0.1,2.0,3
0.7466743952759665,uniform,4,depthwise,3,0.8,0.6,0.3,0.1,2.0,2
0.7485981831140549,uniform,4,depthwise,3,0.8,0.6,0.1,1.0,2.0,2
0.7474902685781073,uniform,4,depthwise,3,0.8,0.6,0.1,1.0,5.0,3
0.7467603422193108,uniform,4,depthwise,3,0.8,0.6,0.1,0.1,2.0,3
0.7474902685781073,uniform,4,depthwise,3,0.8,0.6,0.2,1.0,5.0,3
0.7479053203309084,uniform,4,depthwise,3,0.8,0.6,0.2,0.01,2.0,3
0.7466367092354753,uniform,4,depthwise,3,0.8,0.6,0.1,1.0,1.5,2
0.7491232569635489,uniform,4,depthwise,3,0.8,0.6,0.3,0.1,5.0,2
0.7491232569635489,uniform,4,depthwise,3,0.8,0.6,0.2,0.1,5.0,2
0.7465192060213397,uniform,4,depthwise,3,0.8,0.6,0.2,0.01,5.0,3
0.7466743952759665,uniform,4,depthwise,3,0.8,0.6,0.3,0.1,2.0,3
0.7481652358631241,uniform,4,depthwise,3,0.8,0.6,0.2,0.1,1.5,3
0.7479053203309084,uniform,4,depthwise,3,0.8,0.6,0.2,0.01,2.0,2
0.7467603422193108,uniform,4,depthwise,3,0.8,0.6,0.2,0.1,2.0,2
0.7466363517513941,uniform,4,depthwise,3,0.8,0.6,0.3,1.0,1.5,3
0.7466363517513941,uniform,4,depthwise,3,0.8,0.6,0.3,1.0,1.5,2
0.7466363517513941,uniform,4,depthwise,3,0.8,0.6,0.2,1.0,1.5,2
0.7477787016730754,uniform,4,depthwise,3,0.8,0.6,0.2,0.01,1.5,3
0.7465192060213397,uniform,4,depthwise,3,0.8,0.6,0.2,0.01,5.0,2
0.7465192060213397,uniform,4,depthwise,3,0.8,0.6,0.3,0.01,5.0,3
0.746058804106366,uniform,4,depthwise,3,0.8,0.8,0.1,0.1,5.0,2
0.7477787016730754,uniform,4,depthwise,3,0.8,0.6,0.3,0.01,1.5,2
0.7487270773989596,uniform,4,depthwise,3,0.8,0.8,0.1,0.1,1.5,3
0.7482259522378207,uniform,4,depthwise,3,0.8,0.6,0.3,1.0,5.0,2
0.7481652358631241,uniform,4,depthwise,3,0.8,0.6,0.3,0.1,1.5,2
0.7491232569635489,uniform,4,depthwise,3,0.8,0.6,0.3,0.1,5.0,3
0.7465192060213397,uniform,4,depthwise,3,0.8,0.6,0.3,0.01,5.0,2
0.746766289879131,uniform,4,depthwise,3,0.8,0.8,0.1,1.0,5.0,2
0.7477787016730754,uniform,4,depthwise,3,0.8,0.6,0.3,0.01,1.5,3
0.7479053203309084,uniform,4,depthwise,3,0.8,0.6,0.3,0.01,2.0,3
0.7491232569635489,uniform,4,depthwise,3,0.8,0.6,0.1,0.1,5.0,3
0.7469146474884565,uniform,4,depthwise,3,0.8,0.8,0.1,0.01,2.0,3
0.7466281585938075,uniform,4,depthwise,3,0.8,0.6,0.3,1.0,2.0,3
0.7464377088902796,uniform,4,depthwise,3,0.8,0.8,0.1,1.0,1.5,3
0.7474090248576128,uniform,4,depthwise,3,0.8,0.8,0.1,0.01,5.0,3
0.7473921817268308,uniform,4,depthwise,3,0.8,0.8,0.2,0.01,1.5,2
0.7446484691991735,uniform,4,depthwise,3,0.8,0.8,0.1,0.1,2.0,2
0.7482259522378207,uniform,4,depthwise,3,0.8,0.6,0.3,1.0,5.0,3
0.7469146474884565,uniform,4,depthwise,3,0.8,0.8,0.2,0.01,2.0,3
0.746766289879131,uniform,4,depthwise,3,0.8,0.8,0.1,1.0,5.0,3
0.7464377088902796,uniform,4,depthwise,3,0.8,0.8,0.1,1.0,1.5,2
0.7469146474884565,uniform,4,depthwise,3,0.8,0.8,0.2,0.01,2.0,2
0.7487270773989596,uniform,4,depthwise,3,0.8,0.8,0.1,0.1,1.5,2
0.7474090248576128,uniform,4,depthwise,3,0.8,0.8,0.2,0.01,5.0,2
0.7466281585938075,uniform,4,depthwise,3,0.8,0.6,0.3,1.0,2.0,2
0.746058804106366,uniform,4,depthwise,3,0.8,0.8,0.1,0.1,5.0,3
0.7481652358631241,uniform,4,depthwise,3,0.8,0.6,0.3,0.1,1.5,3
0.7474090248576128,uniform,4,depthwise,3,0.8,0.8,0.1,0.01,5.0,2
0.7473921817268308,uniform,4,depthwise,3,0.8,0.8,0.1,0.01,1.5,3
0.7466281585938075,uniform,4,depthwise,3,0.8,0.6,0.2,1.0,2.0,3
0.7481017829136676,uniform,4,depthwise,3,0.8,0.8,0.2,0.1,1.5,3
0.7504811846811352,uniform,4,depthwise,3,0.8,0.8,0.1,1.0,2.0,3
0.7481017829136676,uniform,4,depthwise,3,0.8,0.8,0.2,0.1,1.5,2
0.7463519750999797,uniform,4,depthwise,3,0.8,0.8,0.2,0.1,5.0,2
0.7469146474884565,uniform,4,depthwise,3,0.8,0.8,0.1,0.01,2.0,2
0.7504811846811352,uniform,4,depthwise,3,0.8,0.8,0.1,1.0,2.0,2
0.7476290891643504,uniform,4,depthwise,3,0.8,0.8,0.2,1.0,5.0,2
0.7464377088902796,uniform,4,depthwise,3,0.8,0.8,0.2,1.0,1.5,2
0.7446484691991735,uniform,4,depthwise,3,0.8,0.8,0.2,0.1,2.0,3
0.7446484691991735,uniform,4,depthwise,3,0.8,0.8,0.1,0.1,2.0,3
0.7504811846811352,uniform,4,depthwise,3,0.8,0.8,0.2,1.0,2.0,2
0.7463519750999797,uniform,4,depthwise,3,0.8,0.8,0.2,0.1,5.0,3
0.7474090248576128,uniform,4,depthwise,3,0.8,0.8,0.2,0.01,5.0,3
0.7466670835173882,uniform,4,depthwise,3,0.8,0.8,0.3,0.01,2.0,2
0.7504781045670192,uniform,4,depthwise,3,0.8,0.8,0.3,1.0,2.0,2
0.7473921817268308,uniform,4,depthwise,3,0.8,0.8,0.2,0.01,1.5,3
0.7446484691991735,uniform,4,depthwise,3,0.8,0.8,0.2,0.1,2.0,2
0.7473474194469083,uniform,4,depthwise,3,0.8,0.8,0.3,0.01,1.5,3
0.7463519750999797,uniform,4,depthwise,3,0.8,0.8,0.3,0.1,5.0,3
0.7476290891643504,uniform,4,depthwise,3,0.8,0.8,0.2,1.0,5.0,3
0.7473921817268308,uniform,4,depthwise,3,0.8,0.8,0.1,0.01,1.5,2
0.7464377088902796,uniform,4,depthwise,3,0.8,0.8,0.2,1.0,1.5,3
0.7481017829136676,uniform,4,depthwise,3,0.8,0.8,0.3,0.1,1.5,2
0.7466951806816062,uniform,4,depthwise,3,0.8,0.8,0.3,1.0,1.5,2
0.7474090248576128,uniform,4,depthwise,3,0.8,0.8,0.3,0.01,5.0,2
0.7446484691991735,uniform,4,depthwise,3,0.8,0.8,0.3,0.1,2.0,2
0.7513125329313601,uniform,4,depthwise,3,0.8,1.0,0.1,0.1,5.0,3
0.7476290891643504,uniform,4,depthwise,3,0.8,0.8,0.3,1.0,5.0,2
0.7463519750999797,uniform,4,depthwise,3,0.8,0.8,0.3,0.1,5.0,2
0.7474090248576128,uniform,4,depthwise,3,0.8,0.8,0.3,0.01,5.0,3
0.7476290891643504,uniform,4,depthwise,3,0.8,0.8,0.3,1.0,5.0,3
0.7512972475541393,uniform,4,depthwise,3,0.8,1.0,0.1,0.01,5.0,2
0.7542244552851831,uniform,4,depthwise,3,0.8,1.0,0.1,0.1,1.5,3
0.7466670835173882,uniform,4,depthwise,3,0.8,0.8,0.3,0.01,2.0,3
0.7504811846811352,uniform,4,depthwise,3,0.8,0.8,0.2,1.0,2.0,3
0.7540731237149518,uniform,4,depthwise,3,0.8,1.0,0.2,0.1,1.5,2
0.7513125329313601,uniform,4,depthwise,3,0.8,1.0,0.1,0.1,5.0,2
0.752994229008299,uniform,4,depthwise,3,0.8,1.0,0.1,1.0,2.0,3
0.7446484691991735,uniform,4,depthwise,3,0.8,0.8,0.3,0.1,2.0,3
0.7498433748736506,uniform,4,depthwise,3,0.8,1.0,0.1,0.01,1.5,3
0.7473474194469083,uniform,4,depthwise,3,0.8,0.8,0.3,0.01,1.5,2
0.7513121974343023,uniform,4,depthwise,3,0.8,1.0,0.2,0.1,5.0,3
0.7519236615184165,uniform,4,depthwise,3,0.8,1.0,0.2,0.1,2.0,2
0.7504781045670192,uniform,4,depthwise,3,0.8,0.8,0.3,1.0,2.0,3
0.7528445921031223,uniform,4,depthwise,3,0.8,1.0,0.1,1.0,5.0,3
0.7498433748736506,uniform,4,depthwise,3,0.8,1.0,0.2,0.01,1.5,2
0.7540731237149518,uniform,4,depthwise,3,0.8,1.0,0.2,0.1,1.5,3
0.7481017829136676,uniform,4,depthwise,3,0.8,0.8,0.3,0.1,1.5,3
0.7498433748736506,uniform,4,depthwise,3,0.8,1.0,0.1,0.01,1.5,2
0.751296486467077,uniform,4,depthwise,3,0.8,1.0,0.2,0.01,5.0,2
0.7542244552851831,uniform,4,depthwise,3,0.8,1.0,0.1,0.1,1.5,2
0.7513455366626018,uniform,4,depthwise,3,0.8,1.0,0.1,0.01,2.0,2
0.7517406226562895,uniform,4,depthwise,3,0.8,1.0,0.1,1.0,1.5,3
0.7498433748736506,uniform,4,depthwise,3,0.8,1.0,0.2,0.01,1.5,3
0.7512972475541393,uniform,4,depthwise,3,0.8,1.0,0.1,0.01,5.0,3
0.7513434885840298,uniform,4,depthwise,3,0.8,1.0,0.2,0.01,2.0,2
0.7513121974343023,uniform,4,depthwise,3,0.8,1.0,0.2,0.1,5.0,2
0.7466951806816062,uniform,4,depthwise,3,0.8,0.8,0.3,1.0,1.5,3
0.751296486467077,uniform,4,depthwise,3,0.8,1.0,0.2,0.01,5.0,3
0.7513434885840298,uniform,4,depthwise,3,0.8,1.0,0.2,0.01,2.0,3
0.7513455366626018,uniform,4,depthwise,3,0.8,1.0,0.1,0.01,2.0,3
0.752994229008299,uniform,4,depthwise,3,0.8,1.0,0.1,1.0,2.0,2
0.7519236615184165,uniform,4,depthwise,3,0.8,1.0,0.1,0.1,2.0,3
0.7528445921031223,uniform,4,depthwise,3,0.8,1.0,0.1,1.0,5.0,2
0.7517406226562895,uniform,4,depthwise,3,0.8,1.0,0.1,1.0,1.5,2
0.7540731237149518,uniform,4,depthwise,3,0.8,1.0,0.3,0.1,1.5,2
0.7531390989983726,uniform,4,depthwise,3,0.8,1.0,0.3,1.0,2.0,2
0.7519236615184165,uniform,4,depthwise,3,0.8,1.0,0.2,0.1,2.0,3
0.7463281298427351,uniform,4,depthwise,3,1.0,0.6,0.1,0.01,1.5,3
0.7519236615184165,uniform,4,depthwise,3,0.8,1.0,0.1,0.1,2.0,2
0.7513434885840298,uniform,4,depthwise,3,0.8,1.0,0.3,0.01,2.0,3
0.751296486467077,uniform,4,depthwise,3,0.8,1.0,0.3,0.01,5.0,3
0.7498433748736506,uniform,4,depthwise,3,0.8,1.0,0.3,0.01,1.5,3
0.7540731237149518,uniform,4,depthwise,3,0.8,1.0,0.3,0.1,1.5,3
0.7529940969252373,uniform,4,depthwise,3,0.8,1.0,0.2,1.0,2.0,3
0.7519117144079344,uniform,4,depthwise,3,0.8,1.0,0.2,1.0,1.5,3
0.7498433748736506,uniform,4,depthwise,3,0.8,1.0,0.3,0.01,1.5,2
0.7519117144079344,uniform,4,depthwise,3,0.8,1.0,0.2,1.0,1.5,2
0.7531390989983726,uniform,4,depthwise,3,0.8,1.0,0.3,1.0,2.0,3
0.7513121974343023,uniform,4,depthwise,3,0.8,1.0,0.3,0.1,5.0,2
0.7476664817419906,uniform,4,depthwise,3,1.0,0.6,0.1,0.01,5.0,3
0.7520232804378928,uniform,4,depthwise,3,0.8,1.0,0.3,0.1,2.0,2
